facility,year,month,incoming_ton,incineration_ton,operation_rate,lng_nm3,electricity_kwh,prev_month_incoming_ton,prev_2month_avg_incoming_ton,prev_3month_avg_incoming_ton,same_month_last_year_incoming_ton
양천,2019,3,7863.19,7258.57,78.05,47954.0,667883.0,9258.58,9268.465,9362.143333333333,10147.57
양천,2019,4,10259.77,9386.17,89.68,56950.0,716238.0,7863.19,8560.884999999998,8800.04,6927.79
양천,2019,5,10121.37,11206.09,90.37,64813.0,818653.0,10259.77,9061.48,9127.180000000002,5675.89
양천,2019,6,9315.94,9300.31,84.42,59883.0,782406.0,10121.37,10190.57,9414.776666666667,10595.87
양천,2019,7,10995.19,10262.57,83.89,68266.0,872073.0,9315.94,9718.654999999999,9899.026666666668,10566.2
양천,2019,8,10167.27,9528.84,88.37,67005.0,843744.0,10995.19,10155.564999999999,10144.16666666667,10089.51
양천,2019,9,10232.88,10433.61,89.88,73448.0,814732.0,10167.27,10581.23,10159.466666666667,9318.02
양천,2019,10,2078.88,6751.23,89.42,47489.0,623808.0,10232.88,10200.074999999999,10465.113333333335,10565.27
양천,2019,11,5706.03,2799.3,89.34,24390.0,341708.0,2078.88,6155.879999999999,7493.010000000001,10292.32
양천,2019,12,9574.4,10695.61,88.64,63263.0,807870.0,5706.03,3892.454999999999,6005.93,9549.5
양천,2020,1,10140.33,9821.99,79.21,47597.0,765406.0,9574.4,7640.214999999998,5786.436666666668,9278.35
양천,2020,2,9963.28,9757.0,84.11,48963.0,800664.0,10140.33,9857.365,8473.586666666668,9258.58
양천,2020,3,10247.69,10523.27,87.94,54483.0,854560.0,9963.28,10051.805,9892.67,7863.19
양천,2020,4,7085.55,7452.73,89.34,46208.0,689662.0,10247.69,10105.485,10117.1,10259.77
양천,2020,5,10544.75,10761.89,86.79,60570.0,839040.0,7085.55,8666.619999999999,9098.840000000002,10121.37
양천,2020,6,10801.65,10237.33,85.31,54262.0,848680.0,10544.75,8815.149999999998,9292.663333333336,9315.94
양천,2020,7,9152.25,8929.05,85.31,62506.0,804096.0,10801.65,10673.199999999999,9477.316666666668,10995.19
양천,2020,8,4859.01,8014.36,85.03,75988.0,795582.0,9152.25,9976.949999999999,10166.216666666667,10167.27
양천,2020,8,4859.01,8014.36,85.03,75988.0,795582.0,4859.01,7005.629999999999,8270.970000000001,10167.27
양천,2020,9,4582.21,1504.05,82.04,24241.0,376988.0,4859.01,4859.01,6290.090000000001,10232.88
양천,2020,10,8841.84,10617.34,90.1,60325.0,815440.0,4582.21,4720.609999999999,4766.743333333335,2078.88
양천,2020,11,10870.46,10797.31,90.42,59565.0,810044.0,8841.84,6712.024999999999,6094.353333333335,5706.03
양천,2020,12,10692.64,10507.85,90.07,66480.0,913343.0,10870.46,9856.149999999998,8098.170000000001,9574.4
양천,2021,1,9773.0,10267.0,90.0,68591.0,932411.0,10692.64,10781.549999999997,10134.980000000001,10140.33
양천,2021,2,8394.0,9282.0,87.0,61369.0,813692.0,9773.0,10232.819999999998,10445.366666666667,9963.28
양천,2021,3,7975.0,7390.0,83.0,52868.0,727440.0,8394.0,9083.499999999998,9619.880000000001,10247.69
양천,2021,4,7264.0,6666.0,88.0,82543.0,638625.0,7975.0,8184.499999999998,8714.000000000002,7085.55
양천,2021,5,9701.0,10501.0,85.0,60731.0,848285.0,7264.0,7619.499999999998,7877.666666666668,10544.75
양천,2021,6,10676.0,9832.0,83.0,60333.0,834391.0,9701.0,8482.499999999998,8313.333333333334,10801.65
양천,2021,7,8717.0,7806.0,84.0,63854.0,836150.0,10676.0,10188.499999999998,9213.666666666668,9152.25
양천,2021,8,10152.0,10402.0,84.0,68729.0,933175.0,8717.0,9696.499999999998,9698.000000000002,4859.01
양천,2021,9,6084.0,9162.0,79.0,111117.0,783898.0,10152.0,9434.499999999998,9848.333333333334,4582.21
양천,2021,10,,348.0,38.0,86930.0,318204.0,6084.0,8117.999999999998,8317.666666666668,8841.84
양천,2021,11,9712.0,7916.0,86.0,100122.0,688420.0,,,,10870.46
양천,2021,12,10667.0,10725.0,86.0,67251.0,897339.0,9712.0,,,10692.64
양천,2022,1,9150.0,7939.0,83.0,56933.0,771370.0,10667.0,10189.499999999998,,9773.0
양천,2022,2,9327.0,9364.0,84.0,58762.0,766549.0,9150.0,9908.499999999998,9843.000000000002,8394.0
양천,2022,3,7942.0,8806.0,86.0,58889.0,728478.0,9327.0,9238.499999999998,9714.666666666668,7975.0
양천,2022,4,9370.0,8086.0,83.0,53381.0,704559.0,7942.0,8634.499999999998,8806.333333333334,7264.0
양천,2022,5,10065.0,10568.0,85.0,61083.0,812681.0,9370.0,8655.999999999998,8879.666666666668,9701.0
양천,2022,6,9913.0,10214.0,85.0,58609.0,776477.0,10065.0,9717.499999999998,9125.666666666668,10676.0
양천,2022,7,8069.0,7308.0,84.0,54597.0,733176.0,9913.0,9988.999999999998,9782.666666666668,8717.0
양천,2022,8,10841.0,10583.0,85.0,63953.0,862802.0,8069.0,8990.999999999998,9349.000000000002,10152.0
양천,2022,9,9855.0,10261.0,86.0,62221.0,818696.0,10841.0,9454.999999999998,9607.666666666668,6084.0
양천,2022,10,948.0,2876.0,84.0,18240.0,378900.0,9855.0,10347.999999999998,9588.333333333334,
양천,2022,11,8718.0,7110.0,89.0,49607.0,556328.0,948.0,5401.499999999998,7214.666666666668,9712.0
양천,2022,12,10734.0,11060.0,89.0,61969.0,823094.0,8718.0,4832.999999999998,6507.000000000001,10667.0
양천,2023,1,9817.0,10737.0,87.0,56184.0,801234.0,10734.0,9725.999999999998,6800.000000000001,9150.0
양천,2023,2,9598.0,9508.0,85.0,50370.0,732270.0,9817.0,10275.499999999998,9756.333333333334,9327.0
양천,2023,3,8399.0,7758.0,81.0,48828.0,684200.0,9598.0,9707.499999999998,10049.666666666668,7942.0
양천,2023,4,9271.0,9111.0,85.0,53872.0,690314.0,8399.0,8998.499999999998,9271.333333333334,9370.0
양천,2023,5,9969.0,10074.0,81.0,52263.0,774322.0,9271.0,8834.999999999998,9089.333333333334,10065.0
양천,2023,6,10402.0,9985.0,83.0,55552.0,770804.0,9969.0,9619.999999999998,9213.000000000002,9913.0
양천,2023,7,8451.0,8326.0,85.0,62058.0,729688.0,10402.0,10185.499999999998,9880.666666666668,8069.0
양천,2023,8,10439.0,10514.0,85.0,56468.0,816154.0,8451.0,9426.499999999998,9607.333333333334,10841.0
양천,2023,9,9907.0,10205.0,85.0,51755.0,782406.0,10439.0,9444.999999999998,9764.000000000002,9855.0
양천,2023,10,1228.0,2434.0,81.0,14114.0,411368.0,9907.0,10172.999999999998,9599.000000000002,948.0
양천,2023,11,6770.0,5479.0,86.0,51250.0,491846.0,1228.0,5567.499999999998,7191.333333333335,8718.0
양천,2023,12,10159.0,10611.0,86.0,52970.0,743420.0,6770.0,3998.999999999998,5968.333333333335,10734.0
양천,2024,1,10490.0,9564.0,84.0,64774.0,744472.0,10159.0,8464.499999999998,6052.333333333335,9817.0
양천,2024,2,9471.0,9567.0,86.0,54925.0,694214.0,10490.0,10324.499999999998,9139.666666666668,9598.0
양천,2024,3,10080.0,10539.0,85.0,59557.0,782296.0,9471.0,9980.499999999998,10040.000000000002,8399.0
양천,2024,4,7556.0,7745.0,81.0,44459.0,657186.0,10080.0,9775.499999999998,10013.666666666668,9271.0
양천,2024,5,8710.0,8535.0,84.0,57322.0,672830.0,7556.0,8817.999999999998,9035.666666666668,9969.0
양천,2024,6,9927.0,10078.0,84.0,51359.0,786382.0,8710.0,8132.999999999998,8782.000000000002,10402.0
양천,2024,7,8916.0,8963.0,87.0,71630.0,779300.0,9927.0,9318.499999999998,8731.000000000002,8451.0
양천,2024,8,10459.0,10291.0,85.0,69972.0,854756.0,8916.0,9421.499999999998,9184.333333333334,10439.0
양천,2024,9,9490.0,10260.0,86.0,61360.0,818400.0,10459.0,9687.499999999998,9767.333333333334,9907.0
양천,2024,10,1699.0,3170.0,75.0,82267.0,471776.0,9490.0,9974.499999999998,9621.666666666668,1228.0
양천,2024,11,6553.0,4244.0,82.0,82003.0,437724.0,1699.0,5594.499999999998,7216.000000000001,6770.0
양천,2024,12,10345.0,10075.0,81.0,62062.0,777758.0,6553.0,4125.999999999998,5914.000000000001,10159.0
양천,2025,1,9254.0,9476.0,76.0,57072.0,756857.0,10345.0,8448.999999999998,6199.000000000001,10490.0
양천,2025,2,9096.0,8963.0,80.0,54398.0,717656.0,9254.0,9799.499999999998,8717.333333333334,9471.0
양천,2025,3,10212.0,9594.0,77.0,58246.0,753818.0,9096.0,9174.999999999998,9565.000000000002,10080.0
양천,2025,4,8552.0,8466.0,84.0,57345.0,729257.0,10212.0,9653.999999999998,9520.666666666668,7556.0
양천,2025,5,0.0,2244.0,80.0,55245.0,390775.0,8552.0,9381.999999999998,9286.666666666668,8710.0
양천,2025,6,5946.0,4154.0,82.0,43293.0,460637.0,0.0,4275.999999999998,6254.666666666668,9927.0
양천,2025,7,11199.0,10828.0,87.0,68420.0,837816.0,5946.0,2972.999999999998,4832.666666666668,8916.0
양천,2025,8,10069.0,10510.0,86.0,65170.0,809111.0,11199.0,8572.499999999998,5715.000000000001,10459.0
양천,2025,9,9932.0,9389.0,86.0,61877.0,759273.0,10069.0,10633.999999999998,9071.333333333334,9490.0
양천,2025,10,10734.0,10609.0,86.0,73293.0,791991.0,9932.0,10000.499999999998,10400.000000000002,1699.0
양천,2025,11,5628.0,6575.0,87.0,63884.0,615916.0,10734.0,10332.999999999998,10245.000000000002,6553.0
양천,2025,12,10712.0,10868.0,88.0,68646.0,775703.0,5628.0,8180.999999999998,8764.666666666668,10345.0
양천,2026,1,10285.0,10551.0,85.0,68944.0,791313.0,10712.0,8169.999999999998,9024.666666666668,9254.0
양천,2026,2,9260.0,8989.0,80.0,50055.0,664787.0,10285.0,10498.499999999998,8875.000000000002,9096.0
양천,2026,3,10005.0,10174.0,82.0,63905.0,768382.0,9260.0,9772.499999999998,10085.666666666668,10212.0
양천,2026,4,4691.0,6192.0,79.0,51982.0,587089.0,10005.0,9632.499999999998,9850.000000000002,8552.0
