facility,year,month,incoming_ton,incineration_ton,operation_rate,lng_nm3,electricity_kwh,prev_month_incoming_ton,prev_2month_avg_incoming_ton,prev_3month_avg_incoming_ton,same_month_last_year_incoming_ton,incineration_rate,same_month_past_avg_incineration_rate
노원,2016,2,16041.24,15079.47,65.0,1273715.0,1431758.0,15257.3,16450.510000000002,16795.52666666667,15572.25,0.9400439118172909,1.1147404048553793
노원,2016,3,16481.23,18934.88,76.35,1486108.0,1571896.0,16041.24,15649.270000000004,16314.086666666668,16773.795,1.1488754176721034,1.010809489634606
노원,2016,4,16684.96,17955.98,74.82,1463789.0,1491996.0,16481.23,16261.235000000002,15926.590000000002,9559.275,1.076177587479982,1.532495520629125
노원,2016,5,18011.89,10536.17,71.19,1186863.0,1525439.0,16684.96,16583.095,16402.476666666666,14891.635,0.5849563815901607,0.5751916590258604
노원,2016,6,8818.84,4496.29,79.82,694342.0,1029821.0,18011.89,17348.425000000003,17059.36,9698.14,0.5098505018800659,0.532731089589942
노원,2016,7,15482.96,18616.15,75.93,1619632.0,1370954.0,8818.84,13415.365000000003,14505.230000000001,16978.285,1.2023637599012076,0.931218286073584
노원,2016,8,16151.95,16215.04,75.3,1512560.0,1694372.0,15482.96,12150.900000000003,14104.563333333334,16232.98,1.0039060299220837,1.2390991621207017
노원,2016,9,15677.37,17099.81,75.27,1511982.0,1587064.0,16151.95,15817.455000000004,13484.583333333334,16129.105,1.0907320551852766,1.1631482051286106
노원,2016,10,15930.78,18776.87,75.71,1552466.0,1602151.0,15677.37,15914.660000000003,15770.76,17187.7,1.1786535248117165,1.101365016925158
노원,2016,11,16189.3,15487.82,74.1,1310120.0,1451810.0,15930.78,15804.075000000004,15920.033333333335,17727.7,0.9566701463312188,0.6082674795090335
노원,2016,12,15353.73,11874.85,76.78,1175540.0,1685988.0,16189.3,16060.040000000005,15932.483333333332,17840.605000000003,0.7734179251556462,1.0671182259991432
노원,2017,1,14429.62,18247.15,76.45,18037.0,1539596.0,15353.73,15771.515000000003,15824.603333333333,15604.396666666667,1.2645620605393628,1.2324758956033872
노원,2017,2,13658.33,14100.79,75.81,29598.0,1334387.0,14429.62,14891.675000000003,15324.216666666667,15728.58,1.0323948828297458,1.0565082405093498
노원,2017,3,14845.0,16381.99,75.09,28374.0,1463516.0,13658.33,14043.975000000004,14480.56,16676.273333333334,1.103535870663523,1.0568314656471052
노원,2017,4,14372.53,16583.8,78.1,27768.0,1484563.0,14845.0,14251.665000000005,14310.983333333332,11934.503333333332,1.1538539143769397,1.3803895429127442
노원,2017,5,5698.21,3095.83,79.38,30621.0,616386.0,14372.53,14608.765000000003,14291.953333333333,15931.720000000001,0.5432986850256484,0.5784465665472939
노원,2017,6,15015.08,12954.85,76.21,22284.0,1205910.0,5698.21,10035.370000000004,11638.58,9405.039999999999,0.8627892758480141,0.5251042270199834
노원,2017,7,16538.23,18099.09,76.85,41701.0,1589259.0,15015.08,10356.645000000004,11695.273333333333,16479.843333333334,1.0943789026999866,1.0216001106827919
노원,2017,8,15773.9,18212.61,73.44,3129.0,1556078.0,16538.23,15776.655000000002,12417.173333333334,16205.970000000001,1.1546041245348329,1.1607014513878289
노원,2017,9,14591.55,15951.07,66.46,342.0,1378525.0,15773.9,16156.065000000002,15775.736666666666,15978.526666666667,1.0931717329550323,1.1390094884808326
노원,2017,10,15636.45,15937.02,67.1,6461.0,1449943.0,14591.55,15182.725000000002,15634.56,16768.726666666666,1.0192223938298015,1.1271278528873443
노원,2017,11,16130.47,7921.57,72.67,42067.0,962714.0,15636.45,15114.000000000002,15333.966666666667,17214.899999999998,0.4910935639197122,0.7244017017830952
노원,2017,12,15304.02,18222.99,75.41,26075.0,1609367.0,16130.47,15883.460000000003,15452.823333333334,17011.646666666667,1.1907322389803463,0.9692181257179776
노원,2018,1,15228.96,17825.39,73.76,10873.0,1577047.0,15304.02,15717.245000000003,15690.313333333334,15310.7025,1.1704929292610922,1.2404974368373811
노원,2018,2,14174.99,14120.01,69.39,5371.0,1354055.0,15228.96,15266.490000000002,15554.483333333332,15211.0175,0.9961213376517374,1.0504799010894488
노원,2018,3,16206.47,15419.18,66.65,14980.0,1501893.0,14174.99,14701.975000000002,14902.656666666668,16218.455,0.9514212533636258,1.0685075669012096
노원,2018,4,15837.16,14415.15,69.3,265.0,1374719.0,16206.47,15190.730000000001,15203.473333333333,12544.01,0.9102105427993402,1.323755635778793
노원,2018,5,2510.5,1582.74,77.84,53583.0,532403.0,15837.16,16021.815000000002,15406.206666666665,13373.3425,0.6304481179047998,0.5696595961668824
노원,2018,6,17394.33,16762.81,79.07,18909.0,1432698.0,2510.5,9173.830000000002,11518.043333333335,10807.55,0.9636939163509028,0.609525489226991
노원,2018,7,16518.19,19198.55,78.41,11401.0,1684261.0,17394.33,9952.415000000003,11913.996666666668,16494.440000000002,1.1622671733404206,1.0397948086870905
노원,2018,8,14957.15,18489.48,77.63,14452.0,1686845.0,16518.19,16956.260000000002,12141.006666666668,16097.9525,1.2361633065122701,1.15917711967458
노원,2018,9,15309.68,14787.7,72.67,37073.0,1491237.0,14957.15,15737.670000000002,16289.89,15631.782500000001,0.9659052312001296,1.1275500495993827
노원,2018,10,16827.31,,74.63,29984.0,1685424.0,15309.68,15133.415,15595.006666666666,16485.6575,,1.1001514881229586
노원,2018,11,16634.4,10851.67,84.45,36249.0,1086925.0,16827.31,16068.495000000003,15698.046666666667,16943.7925,0.6523631751070071,0.6660746673172495
노원,2018,12,16055.1,2040846.0,82.85,8870.0,1695320.0,16634.4,16730.855000000003,16257.13,16584.74,127.11512229758767,1.0245966540335698
노원,2020,1,15473.46,18444.08,74.37,2608.0,1629850.0,16055.1,16344.750000000004,16505.603333333336,15294.354000000001,1.191981625311986,1.2264965353221233
노원,2020,1,15255.69,18152.42,73.2,1485.0,1631267.0,15473.46,15764.280000000002,16054.320000000002,15324.205,1.1898786616665649,1.2207440503204339
노원,2020,2,14583.73,16221.17,73.07,9742.0,1497696.0,15255.69,15364.575,15594.75,15003.812,1.1122785460235483,1.0396081884019064
노원,2020,2,14275.25,14448.54,64.5,1089.0,1428481.0,14583.73,14919.710000000003,15104.293333333335,14933.798333333332,1.0121391919581093,1.05171991467218
노원,2020,3,15446.17,15809.18,63.75,139.0,1471016.0,14275.25,14429.490000000002,14704.890000000001,16216.057999999999,1.0235016188479087,1.045090304193693
노원,2020,3,14932.92,15965.65,65.57,6095.0,1523104.0,15446.17,14860.710000000003,14768.383333333333,16087.743333333332,1.0691579409787235,1.0414921899693954
노원,2020,4,14251.26,10764.0,62.82,7990.0,1167589.0,14932.92,15189.545000000002,14884.78,13202.64,0.7553016364868791,1.2410466171829024
노원,2020,4,15579.46,9942.71,71.79,29234.0,1109343.0,14251.26,14592.090000000002,14876.783333333335,13377.409999999998,0.6381934932276214,1.160089120400232
노원,2020,5,16019.55,13403.78,75.44,17220.0,1313741.0,15579.46,14915.36,14921.213333333335,11200.774000000001,0.8367138902153931,0.581817300514466
노원,2020,5,15885.7,18686.79,75.35,501.0,1620951.0,16019.55,15799.505000000001,15283.423333333334,12003.903333333334,1.1763277664818044,0.6243000654646205
노원,2020,6,16112.2,18033.54,75.14,138.0,1601499.0,15885.7,15952.625000000002,15828.236666666666,12124.905999999999,1.1192475267188837,0.6803591746517734
노원,2020,6,14789.29,15927.68,72.18,18186.0,1491273.0,16112.2,15998.950000000003,16005.816666666668,12789.455,1.0769739453347658,0.7535072333296252
노원,2020,7,16550.54,17216.41,69.42,8417.0,1587311.0,14789.29,15450.745000000003,15595.730000000003,16499.19,1.0402325241351642,1.0642892816177565
노원,2020,7,16972.37,16829.38,67.86,42491.0,1596781.0,16550.54,15669.915000000003,15817.343333333336,16507.748333333333,0.9915751306387972,1.0602798220373246
노원,2020,8,17313.14,17302.71,69.77,147756.0,1667906.0,16972.37,16761.455,16104.066666666671,15869.791999999998,0.9993975673967864,1.1745743570421179
노원,2020,8,16160.8,16691.13,70.58,94831.0,1571320.0,17313.14,17142.755,16945.350000000002,16110.35,1.0328158259492106,1.1453782254345628
노원,2020,9,16215.89,15077.51,71.74,33592.0,1612067.0,16160.8,16736.97,16815.43666666667,15567.362,0.9297984877795792,1.095221085919532
노원,2020,9,15470.61,16292.37,68.36,23445.0,1554545.0,16215.89,16188.345000000001,16563.27666666667,15675.449999999999,1.0531174918118937,1.0676506528962066
노원,2020,10,13873.6,11840.14,75.82,14120.0,1283771.0,15470.61,15843.250000000002,15949.1,16553.988,0.8534295352323837,1.1001514881229586
노원,2020,10,15577.13,10803.72,67.88,16360.0,1234999.0,13873.6,14672.105000000003,15186.700000000003,16107.256666666668,0.6935629348923711,1.0508070975448436
노원,2020,11,7855.37,3424.2,74.44,45166.0,700916.0,15577.13,14725.365000000002,14973.780000000004,16881.914,0.4359056288882637,0.663332368875201
노원,2020,11,8623.07,5108.8,76.06,53651.0,801725.0,7855.37,11716.250000000002,12435.366666666669,15377.49,0.5924572107149774,0.6254279122107115
노원,2020,12,16016.65,17882.98,72.11,185.0,1620937.0,8623.07,8239.220000000001,10685.190000000002,16478.811999999998,1.1165243668307667,26.242701782744394
노원,2020,12,14509.95,18464.19,74.45,2302.0,1625133.0,16016.65,12319.860000000002,10831.696666666669,16401.785,1.2725192023404628,22.05500554675879
노원,2021,1,14535.0,16254.0,66.0,162.0,1550637.0,14509.95,15263.300000000003,13049.890000000001,15314.417142857143,1.118266253869969,1.216334709084167
노원,2021,2,14142.0,14026.0,63.0,183.0,1338809.0,14535.0,14522.475000000002,15020.533333333335,14839.72,0.9917974826757178,1.0460655257130271
노원,2021,3,16179.0,15983.0,66.0,5612.0,1508680.0,14142.0,14338.500000000004,14395.650000000001,15922.768571428573,0.9878855306261203,1.0454444401135852
노원,2021,4,15197.0,17646.0,74.0,191.0,1670988.0,16179.0,15160.500000000004,14952.000000000002,13691.988571428572,1.1611502270184906,1.085532602232716
노원,2021,5,15424.0,10208.0,74.0,24472.0,1127428.0,15197.0,15688.000000000004,15172.66666666667,12558.445714285714,0.6618257261410788,0.7031611656099325
노원,2021,6,15711.0,18518.0,77.0,289.0,1688939.0,15424.0,15310.500000000004,15600.000000000002,13075.145714285714,1.1786646298771561,0.7997167636160738
노원,2021,7,16026.0,18677.0,78.0,10135.0,1777884.0,15711.0,15567.500000000004,15444.000000000002,16574.12285714286,1.1654186946212406,1.0504648661232492
노원,2021,8,15810.0,17311.0,71.0,6374.0,1600313.0,16026.0,15868.500000000004,15720.333333333336,16117.557142857142,1.0949399114484504,1.129297882650941
노원,2021,9,15778.0,17384.0,72.0,2101.0,1587172.0,15810.0,15918.000000000004,15849.000000000002,15646.187142857143,1.1017872987704398,1.065574487027019
노원,2021,10,11823.0,10188.0,63.0,26729.0,1164206.0,15778.0,15794.000000000004,15871.333333333336,16031.524285714286,0.8617102258310073,0.9912664037694315
노원,2021,11,4296.0,2104.0,74.0,63901.0,536850.0,11823.0,13800.500000000004,14470.333333333336,14412.572857142857,0.4897579143389199,0.6207178119970351
노원,2021,12,15309.0,16736.0,72.0,12037.0,1570655.0,4296.0,8059.500000000003,10632.333333333336,16131.522857142858,1.0932131425958587,19.086078926127595
노원,2022,1,14510.0,17881.0,73.0,7919.0,1614792.0,15309.0,9802.500000000004,10476.000000000002,15216.99,1.2323225361819434,1.2040761521823922
노원,2022,2,13679.0,13535.0,65.0,7801.0,1324451.0,14510.0,14909.500000000004,11371.66666666667,14752.505,0.9894729146867461,1.0392820203333635
노원,2022,3,15214.0,15061.0,65.0,14524.0,1485355.0,13679.0,14094.500000000004,14499.333333333336,15954.7975,0.989943473116866,1.038249576427652
노원,2022,4,14129.0,13566.0,66.0,1658.0,1371154.0,15214.0,14446.500000000004,14467.66666666667,13880.115,0.9601528770613632,1.094984805330938
노원,2022,5,14567.0,12014.0,71.0,28140.0,1206434.0,14129.0,14671.500000000004,14340.66666666667,12916.64,0.8247408526120684,0.6979942356763258
노원,2022,6,14268.0,16345.0,71.0,10844.0,1548814.0,14567.0,14348.000000000004,14636.66666666667,13404.6275,1.1455705074292122,0.8470852468987091
노원,2022,7,14911.0,16717.0,72.0,10346.0,1632820.0,14268.0,14417.500000000004,14321.333333333336,16505.6075,1.1211186372476696,1.0648340946854982
노원,2022,8,15911.0,15496.0,62.0,3598.0,1556581.0,14911.0,14589.500000000004,14582.000000000002,16079.1125,0.9739174156244108,1.1250031362506296
노원,2022,9,14501.0,13607.0,67.0,31059.0,1442715.0,15911.0,15411.000000000004,15030.000000000002,15662.66375,0.9383490793738363,1.0701010884949467
노원,2022,10,9049.0,10718.0,75.0,12061.0,1200591.0,14501.0,15206.000000000004,15107.66666666667,15505.45875,1.1844402696430545,0.9727583783496566
노원,2022,11,9491.0,1979.0,82.0,78996.0,601471.0,9049.0,11775.000000000004,13153.66666666667,13148.00125,0.20851332841639447,0.6043478247897708
노원,2022,12,14621.0,16865.0,71.0,27187.0,1644291.0,9491.0,9270.000000000004,11013.66666666667,16028.7075,1.1534778742904042,16.83697070318613
노원,2023,1,14822.0,16507.0,67.0,191.0,1601248.0,14621.0,12056.000000000004,11053.66666666667,15138.435555555554,1.1136823640534341,1.2072146392934533
노원,2023,2,13080.0,15401.0,69.0,301.0,1521096.0,14822.0,14721.500000000004,12978.000000000002,14633.226666666667,1.177446483180428,1.0337476752615171
노원,2023,3,14356.0,15585.0,65.0,5256.0,1614913.0,13080.0,13951.000000000004,14174.333333333336,15872.486666666668,1.0856088046809695,1.0328822316153425
노원,2023,4,13095.0,12013.0,60.0,11457.0,1416459.0,14356.0,13718.000000000004,14086.000000000002,13907.768888888888,0.917373043146239,1.080003479967652
노원,2023,5,14893.0,9958.0,69.0,29084.0,1189196.0,13095.0,13725.500000000004,13510.333333333336,13100.013333333332,0.6686362720741288,0.7120771931136305
노원,2023,6,14169.0,16400.0,68.0,206.0,1704356.0,14893.0,13994.000000000004,14114.66666666667,13500.557777777778,1.1574564189427623,0.8802502758465427
노원,2023,7,15333.0,16553.0,68.0,6689.0,1763347.0,14169.0,14531.000000000004,14052.333333333336,16328.428888888888,1.0795669471075457,1.0710879327479617
노원,2023,8,14588.0,13601.0,62.0,16482.0,1499310.0,15333.0,14751.000000000004,14798.333333333336,16060.433333333332,0.932341650671785,1.1082158339588277
노원,2023,9,13217.0,17005.0,71.0,310.0,1661605.0,14588.0,14960.500000000004,14696.66666666667,15533.59,1.2866005901490505,1.0554619763703788
노원,2023,10,7829.0,8243.0,56.0,9250.0,1008103.0,13217.0,13902.500000000004,14379.333333333336,14788.074444444446,1.0528803167709797,0.9992186147613313
노원,2023,11,8758.0,1833.0,71.0,54132.0,521736.0,7829.0,10523.000000000004,11878.000000000002,12741.667777777777,0.20929435944279515,0.5603662140816179
노원,2023,12,14546.0,14911.0,69.0,28124.0,1597689.0,8758.0,8293.500000000004,9934.66666666667,15872.295555555556,1.0250928090196618,15.094360388864382
노원,2024,1,15263.0,14592.0,67.0,24520.0,1573961.0,14546.0,11652.000000000004,10377.66666666667,15106.791999999998,0.9560374762497543,1.1978614117694515
노원,2024,2,14032.0,14101.0,67.0,13755.0,1485273.0,15263.0,14904.500000000004,12855.66666666667,14477.904,1.004917331812999,1.0481175560534082
노원,2024,3,13896.0,16453.0,70.0,5654.0,1539763.0,14032.0,14647.500000000004,14613.66666666667,15720.838,1.1840097869890616,1.0381548889219052
노원,2024,4,14415.0,14969.0,72.0,5980.0,1480844.0,13896.0,13964.000000000004,14397.000000000002,13826.491999999998,1.0384321886923344,1.0637404362855105
노원,2024,5,15404.0,11211.0,74.0,22156.0,1239350.0,14415.0,14155.500000000004,14114.333333333336,13279.312,0.7277979745520644,0.7077331010096803
노원,2024,6,13508.0,16460.0,70.0,5667.0,1664483.0,15404.0,14909.500000000004,14571.66666666667,13567.401999999998,1.2185371631625703,0.9079708901561647
노원,2024,7,15299.0,15859.0,69.0,35145.0,1675303.0,13508.0,14456.000000000004,14442.333333333336,16228.885999999999,1.0366036995882084,1.07193583418392
노원,2024,8,13449.0,16062.0,68.0,21279.0,1622486.0,15299.0,14403.500000000004,14737.000000000002,15913.189999999999,1.1942895382556324,1.0906284156301234
노원,2024,9,13395.0,13811.0,59.0,6523.0,1342441.0,13449.0,14374.000000000004,14085.333333333336,15301.931,1.031056364315043,1.078575837748246
노원,2024,10,8893.0,10564.0,66.0,4979.0,1185451.0,13395.0,13422.000000000004,14047.66666666667,14092.167000000001,1.1879005959743618,1.0051810260957366
노원,2024,11,7996.0,2051.0,73.0,43446.0,456325.0,8893.0,11144.000000000004,11912.333333333336,12343.301,0.2565032516258129,0.5252590286177355
노원,2024,12,13724.0,15081.0,66.0,10022.0,1389784.0,7996.0,8444.500000000004,10094.66666666667,15739.666000000001,1.0988778781696298,13.687433630879912
노원,2025,1,12581.0,15254.0,62.0,308.0,1406620.0,13724.0,10860.000000000004,10204.333333333336,15120.992727272725,1.212463238216358,1.1758774176312972
노원,2025,2,12284.0,12594.0,59.0,17505.0,1230715.0,12581.0,13152.500000000004,11433.66666666667,14437.367272727273,1.025236079452947,1.0441902629406437
노원,2025,3,13350.0,13621.0,55.0,181.0,1280953.0,12284.0,12432.500000000004,12863.000000000002,15554.943636363636,1.0202996254681649,1.0514144251098285
노원,2025,4,13403.0,6411.0,58.0,46554.0,837995.0,13350.0,12817.000000000004,12738.333333333336,13879.992727272725,0.4783257479668731,1.0614396865043128
노원,2025,5,14022.0,13976.0,60.0,15706.0,1341812.0,13403.0,13376.500000000004,13012.333333333336,13472.465454545454,0.9967194408786193,0.7095571804226243
노원,2025,6,13265.0,15704.0,65.0,220.0,1454724.0,14022.0,13712.500000000004,13591.66666666667,13562.001818181818,1.1838673200150773,0.9362041877022016
노원,2025,7,14203.0,16252.0,66.0,807.0,1553321.0,13265.0,13643.500000000004,13563.333333333336,16144.350909090908,1.1442652960642117,1.0687238219479462
노원,2025,8,12679.0,13817.0,60.0,25189.0,1398852.0,14203.0,13734.000000000004,13830.000000000002,15689.172727272728,1.08975471251676,1.1000521540506243
노원,2025,9,13590.0,14404.0,60.0,126.0,1393551.0,12679.0,13441.000000000004,13382.333333333336,15128.573636363637,1.059896983075791,1.0742558856179547
노원,2025,10,8511.0,9887.0,65.0,8230.0,1051877.0,13590.0,13134.500000000004,13490.66666666667,13619.515454545455,1.1616731288920221,1.0234529830835992
노원,2025,11,8584.0,2468.0,77.0,48920.0,513578.0,8511.0,11050.500000000004,11593.333333333336,11948.09181818182,0.2875116495806151,0.5008266852548334
노원,2025,12,13477.0,14746.0,66.0,12223.0,1442865.0,8584.0,8547.500000000004,10228.333333333336,15556.423636363637,1.0941604214587817,12.543019471542612
노원,2026,1,13338.0,16037.0,65.0,299.0,1573951.0,13477.0,11030.500000000004,10190.66666666667,14909.326666666666,1.2023541760383865,1.1789262360133856
노원,2026,2,12682.0,14124.0,63.0,602.0,1411087.0,13338.0,13407.500000000004,11799.66666666667,14257.92,1.1137044630184514,1.0426107476500024
노원,2026,3,13590.0,8381.0,70.0,35923.0,1113627.0,12682.0,13010.000000000004,13165.66666666667,15371.198333333334,0.6167034584253127,1.04882152513969
노원,2026,4,13272.0,14740.0,61.0,1000.0,1363453.0,13590.0,13136.000000000004,13203.333333333336,13840.243333333332,1.110608800482218,1.0128468582928594
마포,2014,1,17301.06,19498.02,85.82,7320.0,2016252.0,,,,,1.126984126984127,
마포,2014,2,16381.55,17990.94,85.67,496.0,1834687.0,17301.06,,,,1.0982440611541642,
마포,2014,3,18870.51,19787.11,85.11,99.0,2034390.0,16381.55,16841.305,,,1.0485731440220747,
마포,2014,4,9555.06,9555.37,78.0,12934.0,1337997.0,18870.51,17626.03,17517.706666666665,,1.0000324435430026,
마포,2014,5,14072.45,9322.47,82.87,41517.0,1040905.0,9555.06,14212.785,14935.706666666667,,0.662462470998298,
마포,2014,6,18017.42,19385.19,86.16,,1656582.0,14072.45,11813.755000000001,14166.006666666666,,1.0759137545775144,
마포,2014,7,19472.84,20024.8,86.13,,1814261.0,18017.42,16044.935000000001,13881.643333333332,,1.028345120691178,
마포,2014,8,18078.48,20024.01,86.12,,1822516.0,19472.84,18745.13,17187.57,,1.107615795133219,
마포,2014,9,18719.54,18665.01,86.06,6560.0,1677694.0,18078.48,18775.660000000003,18522.91333333333,,0.9970870010694706,
마포,2014,10,19719.78,18747.43,85.22,,1680506.0,18719.54,18399.010000000002,18756.953333333335,,0.950691640576112,
마포,2014,11,16055.22,14015.13,85.53,30107.0,1451841.0,19719.78,19219.660000000003,18839.266666666666,,0.8729329152761531,
마포,2014,12,20343.66,18690.12,85.97,23517.0,1748108.0,16055.22,17887.5,18164.846666666665,,0.9187196404186857,
마포,2015,1,18066.42,19954.25,86.09,1206.0,1762628.0,20343.66,18199.440000000002,18706.219999999998,17301.06,1.1044938620933202,1.126984126984127
마포,2015,2,16075.46,18082.33,86.11,300.0,1578850.0,18066.42,19205.04,18155.1,16381.55,1.1248405955412786,1.0982440611541642
마포,2015,3,19075.13,19976.67,85.92,,1711024.0,16075.46,17070.940000000002,18161.846666666665,18870.51,1.0472625874633619,1.0485731440220747
마포,2015,4,18698.62,18888.2,85.33,22554.0,1658538.0,19075.13,17575.295000000006,17739.00333333333,9555.06,1.0101387161191575,1.0000324435430026
마포,2015,5,4610.29,3201.74,82.63,11256.0,742697.0,18698.62,18886.875000000004,17949.736666666668,14072.45,0.694476920106978,0.662462470998298
마포,2015,6,16021.62,16594.62,85.65,42070.0,1579063.0,4610.29,11654.455000000004,14128.013333333334,18017.42,1.0357641736603413,1.0759137545775144
마포,2015,7,17395.36,19961.08,85.85,303.0,1856225.0,16021.62,10315.955000000004,13110.176666666666,19472.84,1.1474945042816016,1.028345120691178
마포,2015,8,17134.07,17748.66,76.34,,1827965.0,17395.36,16708.490000000005,12675.756666666668,18078.48,1.0358694694255364,1.107615795133219
마포,2015,9,16988.5,16885.37,75.05,,1678474.0,17134.07,17264.715000000004,16850.350000000002,18719.54,0.9939294228448656,0.9970870010694706
마포,2015,10,19825.23,18781.91,80.78,,1784136.0,16988.5,17061.285000000003,17172.643333333337,19719.78,0.9473741288247349,0.950691640576112
마포,2015,11,16481.87,12577.63,86.0,21324.0,1417602.0,19825.23,18406.865000000005,17982.600000000002,16055.22,0.7631191120910431,0.8729329152761531
마포,2015,12,17741.54,19676.8,85.98,16617.0,1784135.0,16481.87,18153.550000000003,17765.199999999997,20343.66,1.1090807224175578,0.9187196404186857
마포,2016,1,17584.49,19972.03,85.9,106.0,1806144.0,17741.54,17111.705,18016.213333333333,17683.739999999998,1.1357753338311203,1.1157389945387237
마포,2016,2,17311.41,17438.92,80.18,,1683835.0,17584.49,17663.015000000007,17269.3,16228.505,1.0073656623001823,1.1115423283477215
마포,2016,3,19894.33,19410.21,83.86,1777.0,1772161.0,17311.41,17447.950000000004,17545.813333333335,18972.82,0.9756654282903721,1.0479178657427184
마포,2016,4,19552.37,18947.37,84.21,,1737372.0,19894.33,18602.870000000003,18263.410000000003,14126.84,0.9690574595304815,1.00508557983108
마포,2016,5,0.0,1397.1,85.98,6385.0,570208.0,19552.37,19723.350000000006,18919.37,9341.37,inf,0.678469695552638
마포,2016,6,19615.89,15525.07,85.85,62681.0,1638611.0,0.0,9776.185000000003,13148.9,17019.52,0.7914537652892629,1.0558389641189279
마포,2016,7,19087.94,20012.48,86.07,22295.0,1947517.0,19615.89,9807.945000000003,13056.086666666664,18434.1,1.0484358186373177,1.0879198124863898
마포,2016,8,19139.49,20012.01,86.07,,1933442.0,19087.94,19351.915,12901.276666666667,17606.275,1.0455874216084127,1.0717426322793777
마포,2016,9,17147.66,19352.19,86.01,797.0,1783654.0,19139.49,19113.715000000004,19281.106666666667,17854.02,1.1285615646682987,0.9955082119571681
마포,2016,10,21354.55,19536.43,85.72,480.0,1802467.0,17147.66,18143.575000000004,18458.36333333333,19772.504999999997,0.9148602990931676,0.9490328847004235
마포,2016,11,14163.3,12021.17,84.36,44919.0,1451856.0,21354.55,19251.105000000003,19213.899999999998,16268.544999999998,0.8487548805716183,0.8180260136835982
마포,2016,12,18783.32,19441.41,83.62,39432.0,1895791.0,14163.3,17758.925000000003,17555.17,19042.6,1.0350358722526156,1.0139001814181219
마포,2017,1,17748.59,19742.37,84.91,,1888873.0,18783.32,16473.310000000005,18100.39,17650.656666666666,1.1123345572803247,1.1224177743028558
마포,2017,2,16981.21,17408.46,84.79,4259.0,1671564.0,17748.59,18265.955,16898.403333333332,16589.47333333333,1.0251601623205884,1.0768167729985416
마포,2017,3,18793.86,18829.94,83.42,21302.0,1770156.0,16981.21,17364.9,17837.70666666667,19279.99,1.0019197759268186,1.0238337199252696
마포,2017,4,18876.12,16243.22,75.4,39342.0,1693493.0,18793.86,17887.535000000003,17841.22,15935.349999999999,0.8605168858854468,0.9930762063975472
마포,2017,5,5812.99,4505.32,73.43,3910.0,789805.0,18876.12,18834.990000000005,18217.063333333335,6227.580000000001,0.7750434802055396,0.678469695552638
마포,2017,6,10317.79,12092.23,83.27,55036.0,1309080.0,5812.99,12344.555000000004,14494.323333333334,17884.976666666666,1.171978689234807,0.9677105645090395
마포,2017,7,16435.18,17220.64,83.49,36044.0,1884996.0,10317.79,8065.390000000004,11668.966666666667,18652.046666666665,1.0477913840919295,1.074758481203366
마포,2017,8,14976.57,13223.84,79.89,29170.0,1686669.0,16435.18,13376.485000000004,10855.320000000002,18117.346666666668,0.8829685301774706,1.0630242287223892
마포,2017,9,15862.62,16746.19,79.74,,1731479.0,14976.57,15705.875000000004,13909.846666666666,17618.566666666666,1.0557013910690667,1.039859329527545
마포,2017,10,9843.0,10833.6,76.0,41812.0,1358090.0,15862.62,15419.595000000005,15758.123333333335,20299.853333333333,1.1006400487656203,0.9376420228313381
마포,2017,11,17770.7,17005.7,82.5,17735.0,1613080.0,9843.0,12852.810000000005,13560.730000000001,15566.796666666667,0.9569516113602728,0.8282689693129383
마포,2017,12,18841.4,18613.5,81.9,24334.0,1800267.0,17770.7,13806.850000000002,14492.106666666667,18956.173333333336,0.9879042958591187,1.0209454116962864
마포,2018,1,13530.6,16059.2,81.7,44258.0,1703833.0,18841.4,18306.050000000003,15485.033333333333,17675.14,1.1868801087904455,1.119896970047223
마포,2018,2,17436.3,17493.3,83.3,9549.0,1621306.0,13530.6,16186.000000000004,16714.233333333334,16687.4075,1.003269042170644,1.0639026203290534
마포,2018,3,19974.4,18334.8,80.6,35637.0,1710929.0,17436.3,15483.45,16602.766666666666,19158.4575,0.917914931111823,1.0183552339256567
마포,2018,4,6486.4,9429.7,81.0,8080.0,1070962.0,19974.4,18705.350000000002,16980.433333333334,16670.5425,1.4537648001973362,0.9599363762695221
마포,2018,5,5853.6,3304.0,73.93,57642.0,614507.0,6486.4,13230.400000000001,14632.366666666669,6123.9325,0.5644389777231106,0.7106609571036052
마포,2018,6,17810.0,15749.9,78.63,23965.0,1599874.0,5853.6,6170.0,10771.466666666667,15993.18,0.8843290286355979,1.0187775956904814
마포,2018,7,15442.7,17483.6,75.2,84193.0,1830586.0,17810.0,11831.8,10050.0,18097.83,1.1321595316881115,1.0680167069255067
마포,2018,8,15916.2,,79.21,26420.0,1892750.0,15442.7,16626.35,13035.433333333334,17332.1525,,1.0180103040861597
마포,2018,9,16471.0,,79.54,1372.0,1776353.0,15916.2,15679.45,16389.633333333335,17179.58,,1.0438198449129255
마포,2018,10,15984.6,14380.4,77.64,31062.0,1627583.0,16471.0,16193.6,15943.300000000001,17685.64,0.8996409043704565,0.9783915293149087
마포,2018,11,14180.6,13495.9,82.1,48510.0,1490379.0,15984.6,16227.8,16123.933333333334,16117.7725,0.9517157242993949,0.8604396298247718
마포,2018,12,17615.1,18988.8,83.1,5275.0,1740423.0,14180.6,15082.6,15545.4,18927.48,1.077984229439515,1.0126851327369946
